square_meters,contract_type_0,contract_type_1,contract_type_2,contract_type_3,contract_type_4,contract_type_5,contract_type_6,availability_year_not_available,availability_year_2024,availability_year_2023,availability_year_2022,availability_instant,availability_year_2015,availability_year_2016,availability_year_2020,availability_year_2025,description,bedrooms,other_rooms,bathrooms,has_security_door,has_tv_system,has_centralized_tv_system,has_optic_fiber,has_video_entryphone,has_electric_gate,has_kitchen_diner,has_open_kitchen,has_half-day_concierge,has_full_day_concierge,has_shared_garden,has_alarm_system,has_partially_furnished,has_kitchen_nook,has_semi-habitable_kitchen,has_disabled_people,has_window_frames,has_window_material_pvc,has_window_material_wood,has_window_material_metal,has_window_type_double,has_window_type_triple,has_exposure_type_internal,has_exposure_type_external,has_exposure_type_double,has_exposure_direction_north,has_exposure_direction_south,has_exposure_direction_east,has_exposure_direction_west,conditions,zone,conditions_imputed,floor,is_mezzanine,is_semi-basement,elevator,energy_class,energy_class_imputed,is_high_efficiency,is_middle_efficiency,is_low_efficiency,condominium_fees,condominium_fees_imputed,latitude,longitude,dist_duomo,dist_scala_theatre,dist_sansiro_stadium,dist_centrale_station,dist_cadorna_station,dist_sforzesco_park,dist_montanelli_park,dist_solari_park,dist_pagano_park,dist_citylife,dist_direzionale,dist_porta_nuova,dist_porta_garibaldi,dist_piazza_affari,avg_conditions_per_zone,avg_square_meters_per_zone,avg_bedrooms_per_zone,avg_bathrooms_per_zone,avg_other_rooms_per_zone,avg_price_per_square_meter_zone,zone_rank,availability_year_not_available_per_zone_perc,availability_year_2024_per_zone_perc,availability_year_2023_per_zone_perc,availability_year_2022_per_zone_perc,availability_instant_per_zone_perc,availability_year_2015_per_zone_perc,availability_year_2016_per_zone_perc,availability_year_2020_per_zone_perc,availability_year_2025_per_zone_perc,availability_year_not_available_per_contract_perc,availability_year_2024_per_contract_perc,availability_year_2023_per_contract_perc,availability_year_2022_per_contract_perc,availability_instant_per_contract_perc,availability_year_2015_per_contract_perc,availability_year_2016_per_contract_perc,availability_year_2020_per_contract_perc,availability_year_2025_per_contract_perc,sqm_x_zone_rank,sqm_x_condition,floor_x_no_elevator,bedrooms_x_zone_rank,sqm_x_high_efficiency
86.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,porta romana - medaglie d'oro,0,5,0,0,1,1,0,0,0,1,230.0,0,45.4522392,9.202056,1.548030744845189,1.9689772681422688,6.736884732057485,3.6228369504737215,2.708791165374405,3.073286818507259,2.4457765263085114,2.8856689705551024,3.774162815797176,4.447717372360822,3.613801284786248,3.530306794285887,3.397309093872533,1.987056041031659,1.7083333333333333,82.63888888888889,2.0555555555555554,1.2916666666666667,0.9166666666666666,28.982881770541894,33.0,0.875,0.125,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,2838.0,172.0,0,66.0,0.0
135.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"4 (3 bedrooms, 1 other), 2 bathrooms, open kitchen",3,1,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,indipendenza,0,2,0,0,1,2,0,0,0,1,300.0,0,45.4274509,9.3098024,10.064955773479069,10.397838741677491,15.553299064029952,10.489975006243569,11.386478249734408,11.586955746587304,10.021716447109178,11.720192412763122,12.546014149244671,13.163734686915475,10.855077871935505,11.1355349371982,11.278513793884985,10.673932023223436,1.875,91.125,1.6875,1.46875,1.0,27.110507119529956,44.0,0.6875,0.28125,0.03125,0.0,0.4375,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,5940.0,270.0,0,132.0,0.0
60.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,missori,0,3,0,0,1,3,0,0,1,0,291.0,0,45.4599554,9.1893681,0.5113461482794932,0.8455961543201852,5.486592209037622,2.962236049814279,1.3990643535110414,1.7873405142282006,1.7844911463437183,1.8506597583509263,2.4898452996174383,3.1472905439561973,2.7959412026318926,2.5696831349514158,2.3349625424500093,0.6816511439257408,1.8387096774193548,94.74193548387096,1.7419354838709677,1.3870967741935485,0.967741935483871,32.66674599500406,18.0,0.7741935483870968,0.16129032258064516,0.03225806451612903,0.03225806451612903,0.5806451612903226,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,1080.0,60.0,0,18.0,0.0
120.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",2,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,plebisciti - susa,0,2,0,0,0,2,0,0,0,1,392.0,0,45.46822355159213,9.222548299659351,2.4319520056593515,2.586178946005357,7.765869161759461,2.391373004480448,3.632195523770792,3.646102509761402,1.882754086618464,4.574178114824863,4.811404913243991,5.292271890154225,2.699549977056797,2.957209526241179,3.115897992140936,3.062265053118984,1.696969696969697,102.66666666666667,1.8484848484848484,1.696969696969697,0.9090909090909091,28.704384533352293,35.0,0.7878787878787878,0.21212121212121213,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,4200.0,240.0,2,70.0,0.0
65.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,piave - tricolore,0,1,0,0,0,2,0,0,0,1,100.0,0,45.46787442901027,9.207189149496196,1.260741771833218,1.3878339483864837,6.589215671208716,1.9111888905134244,2.434968570889813,2.4777273180800616,0.900599081848988,3.417405377169753,3.617654976950994,4.119220196942349,2.018853902697657,2.1037733675819426,2.143748717316727,1.8737608853535888,1.8571428571428572,90.57142857142857,1.619047619047619,1.3333333333333333,1.0238095238095237,32.15979179783613,21.0,0.8333333333333334,0.14285714285714285,0.023809523809523808,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5224719101123596,0.4199438202247191,0.04073033707865169,0.016853932584269662,0.4199438202247191,0.0,0.0,0.0,0.0,1365.0,130.0,1,21.0,0.0
70.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,carrobbio,0,3,0,0,0,5,0,0,1,0,0.0,0,45.4602007,9.181269,0.9404773521503196,1.0351563008865134,4.893821547521769,3.2201263405542764,0.9932033628497168,1.493086677448558,2.130744501970376,1.234255909450774,1.9322376548885,2.620821238423242,2.968219435813044,2.651093810321118,2.341223823508293,0.5202093962484096,1.8392857142857142,102.05357142857143,1.7857142857142858,1.5892857142857142,1.0892857142857142,36.959755336005216,11.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.5357142857142857,0.0,0.0,0.0,0.0,0.5224719101123596,0.4199438202247191,0.04073033707865169,0.016853932584269662,0.4199438202247191,0.0,0.0,0.0,0.0,770.0,140.0,3,11.0,0.0
50.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,san siro,0,3,0,0,1,7,0,1,0,0,60.0,0,45.4782003,9.123964,5.521209176777242,5.237604657879969,0.0065046065491704,6.207971505392161,4.20130474117329,4.120820655035372,5.941419799129847,3.988192397051679,3.018023517244367,2.4746501606216884,5.730437419101017,5.257705086781459,4.915689317137547,4.892693771399874,1.7619047619047619,85.35714285714286,1.8095238095238095,1.3095238095238095,0.9523809523809523,23.776617782613073,73.0,0.8809523809523809,0.09523809523809523,0.0,0.023809523809523808,0.7142857142857143,0.0,0.0,0.0,0.0,0.5224719101123596,0.4199438202247191,0.04073033707865169,0.016853932584269662,0.4199438202247191,0.0,0.0,0.0,0.0,3650.0,100.0,0,73.0,50.0
45.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,porta romana - medaglie d'oro,0,-1,1,0,1,2,0,0,0,1,100.0,0,45.4522392,9.202056,1.548030744845189,1.9689772681422688,6.736884732057485,3.6228369504737215,2.708791165374405,3.073286818507259,2.4457765263085114,2.8856689705551024,3.774162815797176,4.447717372360822,3.613801284786248,3.530306794285887,3.397309093872533,1.987056041031659,1.7083333333333333,82.63888888888889,2.0555555555555554,1.2916666666666667,0.9166666666666666,28.982881770541894,33.0,0.875,0.125,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,1485.0,90.0,0,33.0,0.0
50.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,san siro,0,7,0,0,1,7,0,1,0,0,100.0,0,45.4782003,9.123964,5.521209176777242,5.237604657879969,0.0065046065491704,6.207971505392161,4.20130474117329,4.120820655035372,5.941419799129847,3.988192397051679,3.018023517244367,2.4746501606216884,5.730437419101017,5.257705086781459,4.915689317137547,4.892693771399874,1.7619047619047619,85.35714285714286,1.8095238095238095,1.3095238095238095,0.9523809523809523,23.776617782613073,73.0,0.8809523809523809,0.09523809523809523,0.0,0.023809523809523808,0.7142857142857143,0.0,0.0,0.0,0.0,0.9322916666666666,0.06770833333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,3650.0,100.0,0,73.0,50.0
94.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,chiesa rossa,0,9,0,0,1,1,0,0,0,1,250.0,0,45.4306606,9.1725177,4.023993841297751,4.309150653242424,6.497581428640774,6.474713801909606,4.196540336631508,4.736504317401259,5.2916091994796695,3.044584626259652,4.478059450363945,5.136254474651677,6.285644746370534,6.0004378018759486,5.695946413644603,3.869632157304788,2.0,89.0,1.8333333333333333,1.0,1.1666666666666667,18.932458219800242,113.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,10622.0,188.0,0,226.0,0.0
50.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,bovisa,0,0,0,0,1,3,0,0,1,0,160.0,0,45.5022955,9.1653444,4.714873166370882,4.293544359145427,4.197461293795775,3.522484636716628,3.867320005018624,3.34950256283993,4.128842789223644,4.965511128241086,3.596622699693277,3.103089412706884,3.154653249998882,2.9327145780707284,2.9140414046806757,4.429638722491129,1.8636363636363635,55.86363636363637,1.1818181818181819,1.0227272727272727,0.7272727272727273,22.084064941236537,89.0,0.9318181818181818,0.06818181818181818,0.0,0.0,0.8409090909090909,0.0,0.0,0.0,0.0,0.9322916666666666,0.06770833333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,4450.0,150.0,0,89.0,0.0
70.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,pezzotti - meda,0,2,0,0,1,2,1,0,0,0,200.0,0,45.441109223284855,9.181472931926082,2.693070292701169,3.005450820028227,6.088955978790136,5.142243080725419,3.056333536925224,3.587874627328945,3.9501044619199135,2.2046652265586086,3.6007560564626244,4.3075306257327375,4.976800477942004,4.721369844918578,4.442784297677074,2.6149189180977435,1.7619047619047619,67.16666666666667,1.619047619047619,1.1904761904761905,0.9047619047619048,23.99867997918344,69.0,0.6666666666666666,0.30952380952380953,0.023809523809523808,0.0,0.5476190476190477,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,4830.0,70.0,0,138.0,0.0
115.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",2,1,2,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,pagano,0,1,0,0,1,2,0,0,0,1,442.0,0,45.4683019,9.161102,2.444392159774777,2.208118310759823,3.095709296981212,3.749418773543557,1.1594950068659975,1.3048737108558668,3.0990456456331623,1.24239261233477,0.2005575820572811,0.8922065155514544,3.324654801925938,2.8523133115069217,2.4499651311810013,1.8046933787947348,1.9444444444444444,116.77777777777777,2.0555555555555554,1.6666666666666667,1.0,25.543321023181242,55.0,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,6325.0,230.0,0,110.0,0.0
210.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"4 (3 bedrooms, 1 other), 3 bathrooms, kitchen diner",3,1,3,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,duomo,0,4,0,0,1,3,0,0,1,0,600.0,0,45.4641385,9.1885548,0.2606399942850796,0.3860942593376997,5.271907202234501,2.561038948909048,1.08607897458053,1.385138296537048,1.4273973197071097,1.911015052585639,2.2557444878527217,2.8645267523666407,2.3599466815505377,2.1101761653567253,1.866340687472548,0.3874505167708655,1.9583333333333333,108.02083333333333,1.7291666666666667,1.6875,1.0,50.585275627057094,2.0,0.8333333333333334,0.14583333333333334,0.020833333333333332,0.0,0.7708333333333334,0.0,0.0,0.0,0.0,0.8884192730346576,0.10481825866441251,0.006762468300929839,0.0,0.760777683854607,0.0,0.0,0.0,0.0,420.0,420.0,0,6.0,0.0
45.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,piave - tricolore,0,2,0,0,0,5,0,0,1,0,0.0,0,45.46787442901027,9.207189149496196,1.260741771833218,1.3878339483864837,6.589215671208716,1.9111888905134244,2.434968570889813,2.4777273180800616,0.900599081848988,3.417405377169753,3.617654976950994,4.119220196942349,2.018853902697657,2.1037733675819426,2.143748717316727,1.8737608853535888,1.8571428571428572,90.57142857142857,1.619047619047619,1.3333333333333333,1.0238095238095237,32.15979179783613,21.0,0.8333333333333334,0.14285714285714285,0.023809523809523808,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5224719101123596,0.4199438202247191,0.04073033707865169,0.016853932584269662,0.4199438202247191,0.0,0.0,0.0,0.0,945.0,90.0,2,21.0,0.0
