price,square_meters,contract_type_0,contract_type_1,contract_type_2,contract_type_3,contract_type_4,contract_type_5,contract_type_6,availability_year_not_available,availability_year_2024,availability_year_2023,availability_year_2022,availability_year_2015,availability_year_2020,availability_year_2016,availability_year_2025,availability_instant,description,bedrooms,other_rooms,bathrooms,has_security_door,has_tv_system,has_centralized_tv_system,has_optic_fiber,has_video_entryphone,has_electric_gate,has_kitchen_diner,has_open_kitchen,has_half-day_concierge,has_full_day_concierge,has_shared_garden,has_alarm_system,has_partially_furnished,has_kitchen_nook,has_semi-habitable_kitchen,has_disabled_people,has_window_frames,has_window_material_pvc,has_window_material_wood,has_window_material_metal,has_window_type_double,has_window_type_triple,has_exposure_type_internal,has_exposure_type_external,has_exposure_type_double,has_exposure_direction_north,has_exposure_direction_south,has_exposure_direction_east,has_exposure_direction_west,conditions,zone,conditions_imputed,floor,is_mezzanine,is_semi-basement,elevator,energy_class,energy_class_imputed,is_high_efficiency,is_middle_efficiency,is_low_efficiency,condominium_fees,condominium_fees_imputed,latitude,longitude,dist_duomo,dist_scala_theatre,dist_sansiro_stadium,dist_centrale_station,dist_cadorna_station,dist_sforzesco_park,dist_montanelli_park,dist_solari_park,dist_pagano_park,dist_citylife,dist_direzionale,dist_porta_nuova,dist_porta_garibaldi,dist_piazza_affari,avg_conditions_per_zone,avg_square_meters_per_zone,avg_bedrooms_per_zone,avg_bathrooms_per_zone,avg_other_rooms_per_zone,avg_price_per_square_meter_zone,zone_rank,availability_year_not_available_per_zone_perc,availability_year_2024_per_zone_perc,availability_year_2023_per_zone_perc,availability_year_2022_per_zone_perc,availability_year_2015_per_zone_perc,availability_year_2020_per_zone_perc,availability_year_2016_per_zone_perc,availability_year_2025_per_zone_perc,availability_instant_per_zone_perc,availability_year_not_available_per_contract_perc,availability_year_2024_per_contract_perc,availability_year_2023_per_contract_perc,availability_year_2022_per_contract_perc,availability_year_2015_per_contract_perc,availability_year_2020_per_contract_perc,availability_year_2016_per_contract_perc,availability_year_2025_per_contract_perc,availability_instant_per_contract_perc,sqm_x_zone_rank,sqm_x_condition,floor_x_no_elevator,bedrooms_x_zone_rank,sqm_x_high_efficiency
1700.0,73.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen nook",2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,bovisa,0,0.0,0,0,1,1,0,0,0,1,200.0,0,45.5022955,9.1653444,4.714873166370882,4.293544359145427,4.197461293795775,3.522484636716628,3.867320005018624,3.34950256283993,4.128842789223644,4.965511128241086,3.596622699693277,3.103089412706884,3.154653249998882,2.9327145780707284,2.9140414046806757,4.429638722491129,1.9090909090909092,60.97727272727273,1.4318181818181819,1.0681818181818181,0.7272727272727273,23.11624528348116,79.0,0.8409090909090909,0.11363636363636363,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5681818181818182,0.964349376114082,0.03297682709447415,0.0017825311942959,0.0,0.0,0.0,0.0,0.00089126559714795,0.7477718360071302,5767.0,146.0,0.0,158.0,0.0
780.0,27.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"1 bedroom, 1 bathroom, open kitchen",1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,ripamonti,0,3.0,0,0,0,2,1,0,0,0,0.0,0,45.4285187,9.2031437,4.06329602121092,4.471664657793262,8.2820771443991,6.2596453631551965,4.907463307628599,5.388027294350789,5.083961340041137,4.352276702916864,5.677533573861908,6.39356935789664,6.247992282750914,6.1349241477539,5.958906589301943,4.288886330245145,1.8032786885245902,64.75409836065573,1.2622950819672132,1.1639344262295082,0.8360655737704918,21.614432285681033,95.0,0.8032786885245902,0.18032786885245902,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.6557377049180327,0.9123376623376623,0.08766233766233766,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,2565.0,27.0,3.0,95.0,0.0
1300.0,60.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"2 (1 bedroom, 1 other), 1 bathroom",1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2,cascina merlata - musocco,0,3.0,0,0,0,7,0,1,0,0,225.0,1,45.5100715,9.106849,8.365015493058959,7.984587135925471,3.792746530883429,8.005354038808283,7.112169790907459,6.794365678100027,8.281777405389482,7.427039134864644,6.124593491289854,5.414175528382977,7.571774323350262,7.218469719666469,7.032962872558631,7.8366506657795965,2.0714285714285716,87.35714285714286,1.9285714285714286,1.2857142857142858,0.7857142857142857,16.7436203083358,127.0,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.964349376114082,0.03297682709447415,0.0017825311942959,0.0,0.0,0.0,0.0,0.00089126559714795,0.7477718360071302,7620.0,120.0,3.0,127.0,60.0
1800.0,75.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"3 rooms, 1 bathroom",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bignami - ponale,0,5.0,0,0,1,1,0,0,0,1,180.0,0,45.52435114311696,9.210815545874327,6.849303426115975,6.531809066604147,8.498231583431178,4.43810648650035,6.796269689636032,6.293668358720516,5.642151593247553,8.20355160582094,7.177901741423464,6.958622816901056,4.557795134391598,4.845552741336107,5.180469070158476,6.976253202814134,1.6923076923076923,60.15384615384615,1.4615384615384615,1.0,0.6923076923076923,24.248410784265637,66.0,0.6923076923076923,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.964349376114082,0.03297682709447415,0.0017825311942959,0.0,0.0,0.0,0.0,0.00089126559714795,0.7477718360071302,4950.0,75.0,0.0,198.0,0.0
1666.0,98.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",2,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,buenos aires,0,2.0,0,0,1,1,0,0,0,1,166.0,0,45.477891,9.2129012,2.236287353500709,2.1629409049046964,6.934391738586267,1.0884098557398874,3.0698827083718725,2.899667263059808,1.090708126211007,4.303605173079591,4.145764396608352,4.490810364263143,1.4494843894223588,1.7972422623614162,2.0545473619919306,2.7208069144775524,1.9404761904761905,78.69047619047619,1.5952380952380953,1.25,0.8928571428571429,29.214438064471135,31.0,0.8095238095238095,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.6785714285714286,0.964349376114082,0.03297682709447415,0.0017825311942959,0.0,0.0,0.0,0.0,0.00089126559714795,0.7477718360071302,3038.0,196.0,0.0,62.0,0.0
1400.0,65.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"2 bedrooms, 1 bathroom, semi-habitable kitchen",2,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,dergano,0,5.0,0,0,1,3,0,0,1,0,240.0,0,45.5025125,9.1767835,4.420220875696773,4.009025162150013,4.929160629407838,2.8388252575796105,3.802208431270016,3.2625822349247167,3.6308293941642367,5.061494910161844,3.8106891407514634,3.4567035599986067,2.5407449528729376,2.434522725589498,2.5310396251683285,4.251811780510543,1.7301587301587302,57.142857142857146,1.1111111111111112,1.0634920634920635,0.873015873015873,22.02752424076011,90.0,0.8412698412698413,0.12698412698412698,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.7301587301587301,0.964349376114082,0.03297682709447415,0.0017825311942959,0.0,0.0,0.0,0.0,0.00089126559714795,0.7477718360071302,5850.0,130.0,0.0,180.0,0.0
6500.0,182.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"4 (3 bedrooms, 1 other), 3 bathrooms, kitchen diner",3,1,3,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,plebisciti - susa,0,-1.0,1,0,1,1,0,0,0,1,1000.0,0,45.46822355159213,9.222548299659351,2.4319520056593515,2.586178946005357,7.765869161759461,2.391373004480448,3.632195523770792,3.646102509761402,1.882754086618464,4.574178114824863,4.811404913243991,5.292271890154225,2.699549977056797,2.957209526241179,3.115897992140936,3.062265053118984,1.7058823529411764,90.17647058823529,1.7254901960784315,1.5490196078431373,0.9803921568627451,28.704384533352293,35.0,0.8431372549019608,0.13725490196078433,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.7058823529411765,0.964349376114082,0.03297682709447415,0.0017825311942959,0.0,0.0,0.0,0.0,0.00089126559714795,0.7477718360071302,6370.0,364.0,-0.0,105.0,0.0
1350.0,65.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,paolo sarpi,0,4.0,0,0,1,2,0,0,0,1,170.0,0,45.4810279,9.1713197,2.464973898169811,2.0566296381600866,3.706128229283964,2.5077813717558004,1.4585095689496792,0.9566651591099092,2.3583393617180426,2.634980388579752,1.461416778380825,1.3948763131796682,2.032702861555537,1.554160745642613,1.2145814444646812,2.065655797788199,1.881578947368421,72.23684210526316,1.3421052631578947,1.2894736842105263,0.8947368421052632,29.239906384610276,30.0,0.7368421052631579,0.25,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.5657894736842105,0.964349376114082,0.03297682709447415,0.0017825311942959,0.0,0.0,0.0,0.0,0.00089126559714795,0.7477718360071302,1950.0,130.0,0.0,30.0,0.0
1000.0,41.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1 room, 1 bathroom, open kitchen",1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,dergano,0,2.0,0,0,1,5,0,0,1,0,180.0,0,45.5025125,9.1767835,4.420220875696773,4.009025162150013,4.929160629407838,2.8388252575796105,3.802208431270016,3.2625822349247167,3.6308293941642367,5.061494910161844,3.8106891407514634,3.4567035599986067,2.5407449528729376,2.434522725589498,2.5310396251683285,4.251811780510543,1.7301587301587302,57.142857142857146,1.1111111111111112,1.0634920634920635,0.873015873015873,22.02752424076011,90.0,0.8412698412698413,0.12698412698412698,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.7301587301587301,0.964349376114082,0.03297682709447415,0.0017825311942959,0.0,0.0,0.0,0.0,0.00089126559714795,0.7477718360071302,3690.0,82.0,0.0,90.0,0.0
1100.0,50.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,buenos aires,0,3.0,0,0,1,1,0,0,0,1,300.0,0,45.477891,9.2129012,2.236287353500709,2.1629409049046964,6.934391738586267,1.0884098557398874,3.0698827083718725,2.899667263059808,1.090708126211007,4.303605173079591,4.145764396608352,4.490810364263143,1.4494843894223588,1.7972422623614162,2.0545473619919306,2.7208069144775524,1.9404761904761905,78.69047619047619,1.5952380952380953,1.25,0.8928571428571429,29.214438064471135,31.0,0.8095238095238095,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.6785714285714286,0.964349376114082,0.03297682709447415,0.0017825311942959,0.0,0.0,0.0,0.0,0.00089126559714795,0.7477718360071302,1550.0,50.0,0.0,31.0,0.0
5600.0,100.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",2,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,brera,0,4.0,0,0,0,5,0,0,1,0,0.0,0,45.4715187,9.1877351,0.8762462405717322,0.4588898060976346,5.026708274176282,1.899319136209619,0.9837789878525532,0.9084534194508276,0.9974877808533208,2.2997211403111595,2.098011289184901,2.5535560511225004,1.6146734011899038,1.3063513431820526,1.0432664075461386,0.8357258863976299,1.8717948717948718,85.51282051282051,1.5128205128205128,1.205128205128205,1.0256410256410255,44.69743272456833,5.0,0.7435897435897436,0.2564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.5897435897435898,0.964349376114082,0.03297682709447415,0.0017825311942959,0.0,0.0,0.0,0.0,0.00089126559714795,0.7477718360071302,500.0,200.0,4.0,10.0,0.0
850.0,48.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"2 (1 bedroom, 1 other), 2 bathrooms, open kitchen",1,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,dergano,0,2.0,0,0,0,2,0,0,0,1,120.0,0,45.5025125,9.1767835,4.420220875696773,4.009025162150013,4.929160629407838,2.8388252575796105,3.802208431270016,3.2625822349247167,3.6308293941642367,5.061494910161844,3.8106891407514634,3.4567035599986067,2.5407449528729376,2.434522725589498,2.5310396251683285,4.251811780510543,1.7301587301587302,57.142857142857146,1.1111111111111112,1.0634920634920635,0.873015873015873,22.02752424076011,90.0,0.8412698412698413,0.12698412698412698,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.7301587301587301,0.964349376114082,0.03297682709447415,0.0017825311942959,0.0,0.0,0.0,0.0,0.00089126559714795,0.7477718360071302,4320.0,96.0,2.0,90.0,0.0
1200.0,75.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,montenero,0,4.0,0,0,1,2,0,0,0,1,400.0,0,45.5513532,9.2090518,9.78293321559214,9.442408223344056,10.498897793032151,7.413792137276698,9.585637343226184,9.059509810045508,8.609984340835252,10.95021511155995,9.782863690470792,9.435807904935254,7.489547609328988,7.725056481401628,8.02385222885063,9.850373818037824,1.788888888888889,84.81111111111112,1.7777777777777777,1.2777777777777777,0.8666666666666667,28.216772874105132,39.0,0.8,0.18888888888888888,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.5777777777777777,0.964349376114082,0.03297682709447415,0.0017825311942959,0.0,0.0,0.0,0.0,0.00089126559714795,0.7477718360071302,2925.0,150.0,0.0,39.0,0.0
3300.0,70.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,guastalla,0,3.0,0,0,0,5,0,0,1,0,0.0,0,45.4597571,9.198675,0.7234929466508875,1.1297108590667495,6.1743316453178405,2.8067111517795897,2.0105762754767498,2.294127381718237,1.6073752460343675,2.5693687326422303,3.162033053212097,3.788123613442871,2.7589236464199383,2.655842696724296,2.522208212157067,1.2902448885675724,1.84,77.68,1.6,1.48,0.84,39.06446022969868,7.0,0.56,0.32,0.12,0.0,0.0,0.0,0.0,0.0,0.44,0.964349376114082,0.03297682709447415,0.0017825311942959,0.0,0.0,0.0,0.0,0.00089126559714795,0.7477718360071302,490.0,140.0,3.0,7.0,0.0
